"#name Monster","#unique id","","","","","","","","","","","","","","","","","","","","","","","",""
"id","name","identity","scale","level","type","attribute","maxHurt","refreshTime","huntingRange","chaseRange","outOfRange","revitalize","produce","randomProduce","skills","superArmor","fighting"
"7008405","天蓬","1030001","150","31","2","203#3366|202#40392|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","90882"
"7008406","后羿","1030012","150","31","2","203#3366|202#40392|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","90882"
"7008407","水神共工","1030017","150","31","2","203#3366|202#40392|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","90882"
"7008408","嫦娥","1030020","150","31","2","203#3366|202#40392|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","90882"
"7008409","水神共工","1030017","150","31","2","203#3366|202#40392|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","90882"
"7008410","天蓬","1030001","150","31","2","203#3398|202#40776|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","91746"
"7008411","东方教主","1030003","150","31","2","203#3398|202#40776|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","91746"
"7008412","嫦娥","1030020","150","31","2","203#3398|202#40776|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","91746"
"7008413","水神共工","1030017","150","31","2","203#3398|202#40776|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","91746"
"7008414","天蓬","1030001","150","31","2","203#3398|202#40776|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","91746"
"7008415","天蓬","1030001","150","32","2","203#3431|202#41172|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","92637"
"7008416","天蓬","1030001","150","32","2","203#3431|202#41172|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","92637"
"7008417","东方教主","1030003","150","32","2","203#3431|202#41172|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","92637"
"7008418","天蓬","1030001","150","32","2","203#3431|202#41172|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","92637"
"7008419","嫦娥","1030020","150","32","2","203#3431|202#41172|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","92637"
"7008420","昊天","1040001","150","32","2","203#3463|202#41556|217#500","0","-1","800","800","1500","","","","4401101#1|4401201#1|4401301#1","","93501"
"7008421","火神祝融","1040003","150","32","2","203#3463|202#41556|217#500","0","-1","800","800","1500","","","","4403101#1|4403201#1|4403301#1","","93501"
"7008422","帝释天","1040005","150","32","2","203#3463|202#41556|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","93501"
"7008423","轩辕","1040002","150","32","2","203#3463|202#41556|217#500","0","-1","800","800","1500","","","","4402101#1|4402201#1|4402301#1","","93501"
"7008424","西王母","1040012","150","32","2","203#3463|202#41556|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","93501"
"7008425","天蓬","1030001","150","32","2","203#3496|202#41952|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","94392"
"7008426","东方教主","1030003","150","32","2","203#3496|202#41952|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","94392"
"7008427","后羿","1030012","150","32","2","203#3496|202#41952|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","94392"
"7008428","水神共工","1030017","150","32","2","203#3496|202#41952|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","94392"
"7008429","天蓬","1030001","150","32","2","203#3496|202#41952|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","94392"
"7008430","天蓬","1030001","150","32","2","203#3528|202#42336|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","95256"
"7008431","后羿","1030012","150","32","2","203#3528|202#42336|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","95256"
"7008432","水神共工","1030017","150","32","2","203#3528|202#42336|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","95256"
"7008433","嫦娥","1030020","150","32","2","203#3528|202#42336|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","95256"
"7008434","水神共工","1030017","150","32","2","203#3528|202#42336|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","95256"
"7008435","天蓬","1030001","150","33","2","203#3560|202#42720|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","96120"
"7008436","东方教主","1030003","150","33","2","203#3560|202#42720|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","96120"
"7008437","嫦娥","1030020","150","33","2","203#3560|202#42720|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","96120"
"7008438","水神共工","1030017","150","33","2","203#3560|202#42720|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","96120"
"7008439","天蓬","1030001","150","33","2","203#3560|202#42720|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","96120"
"7008440","天蓬","1030001","150","33","2","203#3593|202#43116|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","97011"
"7008441","天蓬","1030001","150","33","2","203#3593|202#43116|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","97011"
"7008442","东方教主","1030003","150","33","2","203#3593|202#43116|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","97011"
"7008443","天蓬","1030001","150","33","2","203#3593|202#43116|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","97011"
"7008444","嫦娥","1030020","150","33","2","203#3593|202#43116|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","97011"
"7008445","火神祝融","1040003","150","33","2","203#3625|202#43500|217#500","0","-1","800","800","1500","","","","4403101#1|4403201#1|4403301#1","","97875"
"7008446","帝释天","1040005","150","33","2","203#3625|202#43500|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","97875"
"7008447","女娲","1040011","150","33","2","203#3625|202#43500|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","97875"
"7008448","伏羲","1040004","150","33","2","203#3625|202#43500|217#500","0","-1","800","800","1500","","","","4404101#1|4404201#1|4404301#1","","97875"
"7008449","九天玄女","1040013","150","33","2","203#3625|202#43500|217#500","0","-1","800","800","1500","","","","4413101#1|4413201#1|4413301#1","","97875"
"7008450","天蓬","1030001","150","33","2","203#3658|202#43896|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","98766"
"7008451","东方教主","1030003","150","33","2","203#3658|202#43896|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","98766"
"7008452","后羿","1030012","150","33","2","203#3658|202#43896|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","98766"
"7008453","水神共工","1030017","150","33","2","203#3658|202#43896|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","98766"
"7008454","天蓬","1030001","150","33","2","203#3658|202#43896|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","98766"
"7008455","天蓬","1030001","150","34","2","203#3690|202#44280|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","99630"
"7008456","后羿","1030012","150","34","2","203#3690|202#44280|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","99630"
"7008457","水神共工","1030017","150","34","2","203#3690|202#44280|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","99630"
"7008458","嫦娥","1030020","150","34","2","203#3690|202#44280|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","99630"
"7008459","水神共工","1030017","150","34","2","203#3690|202#44280|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","99630"
"7008460","天蓬","1030001","150","34","2","203#3722|202#44664|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","100494"
"7008461","东方教主","1030003","150","34","2","203#3722|202#44664|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","100494"
"7008462","嫦娥","1030020","150","34","2","203#3722|202#44664|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","100494"
"7008463","水神共工","1030017","150","34","2","203#3722|202#44664|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","100494"
"7008464","天蓬","1030001","150","34","2","203#3722|202#44664|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","100494"
"7008465","天蓬","1030001","150","34","2","203#3755|202#45060|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","101385"
"7008466","天蓬","1030001","150","34","2","203#3755|202#45060|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","101385"
"7008467","东方教主","1030003","150","34","2","203#3755|202#45060|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","101385"
"7008468","天蓬","1030001","150","34","2","203#3755|202#45060|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","101385"
"7008469","嫦娥","1030020","150","34","2","203#3755|202#45060|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","101385"
"7008470","昊天","1040001","150","34","2","203#3787|202#45444|217#500","0","-1","800","800","1500","","","","4401101#1|4401201#1|4401301#1","","102249"
"7008471","帝释天","1040005","150","34","2","203#3787|202#45444|217#500","0","-1","800","800","1500","","","","4405101#1|4405201#1|4405301#1","","102249"
"7008472","女娲","1040011","150","34","2","203#3787|202#45444|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","102249"
"7008473","西王母","1040012","150","34","2","203#3787|202#45444|217#500","0","-1","800","800","1500","","","","4412101#1|4412201#1|4412301#1","","102249"
"7008474","白泽","1040009","150","34","2","203#3787|202#45444|217#500","0","-1","800","800","1500","","","","4409101#1|4409201#1|4409301#1","","102249"
"7008475","天蓬","1030001","150","35","2","203#3820|202#45840|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","103140"
"7008476","东方教主","1030003","150","35","2","203#3820|202#45840|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","103140"
"7008477","后羿","1030012","150","35","2","203#3820|202#45840|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","103140"
"7008478","水神共工","1030017","150","35","2","203#3820|202#45840|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","103140"
"7008479","天蓬","1030001","150","35","2","203#3820|202#45840|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","103140"
"7008480","天蓬","1030001","150","35","2","203#3852|202#46224|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","104004"
"7008481","后羿","1030012","150","35","2","203#3852|202#46224|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","104004"
"7008482","水神共工","1030017","150","35","2","203#3852|202#46224|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","104004"
"7008483","嫦娥","1030020","150","35","2","203#3852|202#46224|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","104004"
"7008484","水神共工","1030017","150","35","2","203#3852|202#46224|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","104004"
"7008485","天蓬","1030001","150","35","2","203#3884|202#46608|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","104868"
"7008486","东方教主","1030003","150","35","2","203#3884|202#46608|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","104868"
"7008487","嫦娥","1030020","150","35","2","203#3884|202#46608|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","104868"
"7008488","水神共工","1030017","150","35","2","203#3884|202#46608|217#500","0","-1","800","800","1500","","","","4317101#1|4317201#1|4317301#1","","104868"
"7008489","天蓬","1030001","150","35","2","203#3884|202#46608|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","104868"
"7008490","天蓬","1030001","150","35","2","203#3917|202#47004|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","105759"
"7008491","天蓬","1030001","150","35","2","203#3917|202#47004|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","105759"
"7008492","东方教主","1030003","150","35","2","203#3917|202#47004|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","105759"
"7008493","天蓬","1030001","150","35","2","203#3917|202#47004|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","105759"
"7008494","嫦娥","1030020","150","35","2","203#3917|202#47004|217#500","0","-1","800","800","1500","","","","4320101#1|4320201#1|4320301#1","","105759"
"7008495","昊天","1040001","150","36","2","203#3949|202#47388|217#500","0","-1","800","800","1500","","","","4401101#1|4401201#1|4401301#1","","106623"
"7008496","女娲","1040011","150","36","2","203#3949|202#47388|217#500","0","-1","800","800","1500","","","","4411101#1|4411201#1|4411301#1","","106623"
"7008497","九天玄女","1040013","150","36","2","203#3949|202#47388|217#500","0","-1","800","800","1500","","","","4413101#1|4413201#1|4413301#1","","106623"
"7008498","乔帮主","1040014","150","36","2","203#3949|202#47388|217#500","0","-1","800","800","1500","","","","4414101#1|4414201#1|4414301#1","","106623"
"7008499","伏羲","1040004","150","36","2","203#3949|202#47388|217#500","0","-1","800","800","1500","","","","4404101#1|4404201#1|4404301#1","","106623"
"7008500","天蓬","1030001","150","36","2","203#3982|202#47784|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","107514"
"7008501","东方教主","1030003","150","36","2","203#3982|202#47784|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","107514"
"7008502","后羿","1030012","150","36","2","203#3982|202#47784|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","107514"
